Page ID,Page name,Disclaimer,Amount spent (EUR),Number of ads in Library
82362291274,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,103414,224
12224403053,Alexis Tsipras,ΣΥ.ΡΙΖ.Α.,60273,106
34848567724,Kyriakos Mitsotakis,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,55054,45
31895177275,ΣΥ.ΡΙΖ.Α.,ΣΥ.ΡΙΖ.Α.,24916,40
216089191899991,Νίκος Ανδρουλάκης,Νίκος Ανδρουλάκης,15294,10
178362315106,European Parliament,European Parliament,12536,71
309795039074935,Vassilis Kikilias,Vassilis Kikilias,12430,50
216089191899991,Νίκος Ανδρουλάκης,ΠΑΣΟΚ - Κίνημα Αλλαγής,12136,25
2219917241402396,Γιάννης Μαντζουράνης,Γιάννης Μαντζουράνης,10513,118
1572650866310052,Niki Kerameus,Niki Kerameus,9148,71
111836563539156,Τάκης Θεοδωρικάκος - Takis Theodorikakos,Takis Theodorikakos,8564,53
54529589753,ActionAid Hellas,ActionAid Hellas,7065,59
284294775065460,Konstantinos Kyranakis,Konstantinos Kyranakis,6411,32
105087309241429,Αθηνά Λινού Υποψήφια Βουλευτής Βόρειου Τομέα Αθηνών,Αθηνά Λινού,6209,56
526882294515877,Νίκος Παπαθανάσης - Nikos Papathanasis,Nikos Papathanasis,6039,56
59097279644,Μπάμπης Καραθάνος,Karathanos Charalampos,5532,13
305998399465211,Νίκος Δένδιας,Νίκος Δένδιας,5351,76
91877963116,WWF Greece,WWF Greece,5162,40
165710610795923,Δημήτρης Καιρίδης-Dimitris Kairidis,Δημήτρης Καιρίδης-Dimitris Kairidis,4804,22
2131206810510315,George Vrettakos,Γιώργος Βρεττάκος,4759,49
110940918621535,Sevi Voloudaki,Sevi Amanatidou - Voloudaki,4670,92
140247186053373,Όλγα Κεφαλογιάννη / Olga Kefalogianni,Όλγα Κεφαλογιάννη / Olga Kefalogianni,4630,28
106460979059304,Στυλιανού Άρης / Stilianou Aris,Στυλιανού Άρης / Stilianou Aris,4564,26
149478958518030,Θάνος Πλεύρης,Θάνος Πλεύρης,4521,30
129641880407509,Βασίλης Σπανάκης,Βασίλης Σπανάκης,4516,38
105222274877224,Sofia Zacharaki,Sofia Zacharaki,4431,22
2131206810510315,George Vrettakos,Γεωργιος Βρεττακος,4424,53
453670504778927,Ευγενία - Τζένη Αρσένη Dr. Eugenia Arsenis,Ευγενία - Τζένη Αρσένη Dr. Eugenia Arsenis,4365,32
2336604626358423,Γιάννης Μελάς,Yiannis Melas,4322,30
1753360541589997,Tasos Chatzivasileiou - Τάσος Χατζηβασιλείου,Tasos Chatzivasileiou - Τάσος Χατζηβασιλείου,4158,15
