page_id,page_name,party,disclaimer,amount_spent_eur,number_of_ads_in_library,path,date_produced,spend,party1,party2,source,remove_em
759119844449382,Minna Engström,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1974004182726240,Mikko Mäkelä,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
2335175850045040,Marie-Helen Jansson,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
304098576946162,Eliisa Kuusama - Liberaalipuolue,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
949799875215978,Juha-Matti Peltola,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
2200569070184100,Johanna Vendelin,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
501421910193770,Joni-Petteri Kivistö,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
235358769920969,Petrus Pennanen,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
2047609155335880,Juha Tiilikainen,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
237051473849725,Tiia-Henriikka Rantanen,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
405882006239507,Janne Tervonen,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
531318297335428,Kristiina Kartano,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
113050701639842,Lassi Kivinen eduskuntaan,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
677635205729973,Merko Kanervisto,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
398421303842306,Saga Nyrén,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
300299783947608,Joni Kariluoto,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
615939675509203,Joel Kettula,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
504749466718474,Seija El Sayed,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
263097881076961,Jiri Mäntysalo,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
291287758256828,Laura Niitamo,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
2044285035869510,Tom Pesch,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
471865093203887,Johannes Koski,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1.38912e+15,Jani Somero,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1830197820573600,Sami Salonen,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
2852383594987670,Sointu Condé,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1808845209386500,Jouni Sederholm,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
236329913955792,Petri Olavi Eronen,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
347948812474135,Kyösti Tuominen,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
543289882828629,Ismo Nöjd,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1833156153607040,Katju Aro,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1749526165083830,Mika Nousiainen,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
2228749114110820,Aura Kaskisydän,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
252329362124381,Vaikuta Nyt,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
473623809314846,Santeri Pienimäki,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
384967368643712,Markus Kaija,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
311512286162092,Kimmo Moilanen,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
215377156084456,Timo Siekkinen,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
2130460757030960,Maria Thelen,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
301156997142233,Hannele Neuvonen,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
429245770612261,SKP Porvoo,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
2079347468823980,Virpi Honkanen,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
115452021413977,"Harri Kuukasjärvi, Eduskuntavaaliehdokas Hämeen piiri",MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
345590698868922,Erkki Saira,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1895217903938880,Jussi Nurmi,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1408096942784310,Arjo Suonperä,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
337927296847658,Elina Sagne-Ollikainen,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
141864082990484,Piia Kattelus,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
278436439469649,Hans Andersson,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
392655771506716,Annika Ingraeus,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
131118206942916,Ahto Apajalahti,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
105104301576012,"Pasi Backman, Eduskuntavaaliehdokas, Liike Nyt",MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
512867835905064,Anna Jensen,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
295761038026720,Rosa Tani,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
193449021852,Paavo Väyrynen,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1203737119793800,Taru Hallikainen,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
425842050800204,Tiina Sandberg,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
354228795303522,Marjo Paananen,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1396854327287700,Juho Salo,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
160782380638504,Helene Auramo,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
396114057631687,Riikka Komonen,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1718563651701930,Kari Nikrus,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1907528772889040,Anna Aaltonen,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
109889334881457,Eveliina Kujanpää,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
2096186437072190,Vapaiden valtakunta,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
260528134369150,Jaakko Perttunen,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
2305885806137030,Santtu Hyytinen,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
293493520082,Kalevi Sorsa -säätiö,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
376815629548422,Otso Paakkinen,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1656764701291820,Urpo Lohi,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1868369993479360,MAKE Finland SAFE AGAIN,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
958995404146269,Joukkovoima hallituspolitiikkaa vastaan,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
337115803554798,Heli Trög,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
943545249012077,Lassi Marttala,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
2073320056089940,Gian-Luca Cioletti,MUUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
648135815208333,Kaakkois-Suomen Sosialidemokraatit,SDP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
110552071075996,Teemu Backnäs SDP,SDP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
606564509783163,Marko Salmela,SDP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
172867879515339,Kaarina Torro,SDP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
111420422264553,Demokraatti,SDP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
171050379724258,Helsingin monet kasvot,SDP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
2432894460279960,Joni Kumlander- SDP,SDP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
782481818579101,Sanna Laine SDP,SDP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1056335347814740,Anneli Kiljunen,SDP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1860665240697550,Johan Kvarnström,SDP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
477467832263742,Raision SDP,SDP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1089057291173650,Eveliina Heinäluoma,SDP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1508597132485380,Eemeli Kajula,SDP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
219519979404980,Kaustisen sosialidemokraatit,SDP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
113699891989814,Katja Taimela,SDP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
363801380382719,Länsi-Porin Sosialidemokraatit ry,SDP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
154346961442598,Emmi Mäkinen,SDP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
420657564935793,Harri Virtanen,SDP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
