page_id,page_name,party,disclaimer,amount_spent_eur,number_of_ads_in_library,path,date_produced,spend,party1,party2,source,remove_em
100672909484442,Jakov Milatović,ES!,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
102113279114975,Pokret Evropa sad - Pljevlja,ES!,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
102730115711909,Pokret Evropa sad,ES!,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
101379159189387,Pokret Evropa sad - Bar,ES!,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
108894298039380,Milojko Spajić,ES!,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
107337555466521,Демохришћански покрет / Demohrišćanski pokret,ES!,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
116109739824845,Vladislav Dajković,DF,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
946505742089103,Demokratski front,DF,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
75782787032,Pokret za Promjene,DF,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
970400053026143,Нова српска демократија,DF,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
115288344477654,Milo Božović,DF,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
100811162813844,Jelena Borovinić Bojović - zvanična stranica,DF,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
102997482599648,Jelena Borovinić Bojović,DF,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
102411038449563,Ne damo Nikšić - Не дамо Никшић,DF,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
100919256271184,Андрија Мандић - Andrija Mandić,DF,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1437529949875716,Ujedinjena Crna Gora - Zvanična stranica,UCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
108390418798700,Горан Даниловић,UCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1678259052492373,Opštinski Odbor DPS Bijelo Polje,DPS,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1227058933972426,Opštinski odbor DPS Pljevlja,DPS,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
106960981722767,Predsjednik Opštine Šavnik Jugoslav Jakić,DPS,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
109593065224518,Svi za naš grad,DPS,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
100347729528097,Pokret Zajedno GRADimo Kolašin,DPS,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
107633972588243,Milo Đukanović,DPS,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
104046955802394,Prava stvar,DPS,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
103575562072435,Raško Konjević,SDP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
58776108439,Socijaldemokratska partija Crne Gore - SDP,SDP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
591019981036783,Forum mladih SDP Crne Gore,SDP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
100312752986062,Nikola Đurašković,SDP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1262559373876915,Draginja Vuksanović,SDP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
697454007051869,SDP Podgorica,SDP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
314334862048841,NA,SDP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
101344451991492,Krsto Radović,Drugo,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
114500931912823,Center for Research and Policy Making,Drugo,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
123938403199000,Građanska Crna Gora,Drugo,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
101738024794368,Goran Božović - časno i odgovorno za bolji Tivat,Drugo,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
100628711754140,Nihad Canović,Drugo,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1481267128811354,UN International Residual Mechanism for Criminal Tribunals,Drugo,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
350560668610750,Bokeški Forum,Drugo,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
187219078305941,Tivatska Akcija - Pokret slobodnih građana Tivta,Drugo,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
107375718234001,CIVIS - dr Srđan Pavićević,Drugo,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
115568700569488,Југословенска комунистичка партија Црне Горе - Official,Drugo,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
103585292124869,Slobodna Crna Gora,Drugo,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1755968718038569,Biram Crnu Goru,Drugo,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
105694428856521,Opština Kolašin,Drugo,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
106788982248488,Crnogorski San,Drugo,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
527393817354387,SPP - Stranka pravde i pomirenja - Crna Gora,Drugo,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1761034724115427,Podgorički Liberali,Drugo,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
108844151280018,Fond za progresivne politike,Drugo,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
100579424975484,Ammar Borančić,Drugo,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
638633769597292,Nik Gjeloshaj,Drugo,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
288365921199771,Atlantic Council of Montenegro,Drugo,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
828098207545908,Ministarstvo kulture i medija Crne Gore,Vlada Crne Gore,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
109979021363402,Ministarstvo vanjskih poslova Crne Gore,Vlada Crne Gore,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1420588184916754,Aleksa Becic - Demokrate - Demokratska Crna Gora,DCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
103415972209301,Demokrate Podgorica,DCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
100382152532202,Demokrate Danilovgrad,DCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
103588975196889,Stevan Katić - Demokrate Herceg Novi,DCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
101148152401084,Demokrate Bar,DCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
103582794819949,Aleksa Becic,DCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
107587221747315,Demokrate Pljevlja,DCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
104928285298833,Demokrate Nikšić,DCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
106087401950571,Demokrate Kolašin,DCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
104790375381412,Demokrate Bijelo Polje,DCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
105900408686953,Demokrate Rožaje,DCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
583234592364806,Demokrate Budva,DCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
106620772324031,Vladimir Martinović,DCG,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1496330687264500,Dritan Abazović,URA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
313006358903165,Građanski pokret URA,URA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
984815368224159,Nikšićka URA,URA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
789216247822580,Mojkovačka URA,URA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
266171014243053,Kotorska URA,URA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
100445002726288,Omer Bajraktari,URA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
2329947937230975,Barska URA,URA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
293901977685160,Luka Rakčević,URA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
663408943732490,Socijaldemokrate Bar,SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
291831471242238,Damir Šehović,SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
819639921464707,Socijaldemokrate Crne Gore,SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
69215616760,SDP i Građani - Svim srcem za Cetinje,SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
755768111288839,SDP Danilovgrad,SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
103391235323163,Ismar Ćorović,SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
102237614895736,SNP BUDVA,SNP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
103656618479791,SNP CG - Socijalistička narodna partija Crne Gore,SNP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
100472272849106,Nebojsa Vuksanovic,SNP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
195320253848601,Liberalna partija Crne Gore - LPCG,LP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
101788005008282,Marko Milačić - Prava Crna Gora,Prava Crna Gora,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1676159402708570,Hrvatska građanska inicijativa,HGI,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1594195590882320,DEMOS - Miodrag Lekić,Demos,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
